ID,Code,Category
1,U+1F600,Smileys & Emotion
2,U+1F603,Smileys & Emotion
3,U+1F604,Smileys & Emotion
4,U+1F601,Smileys & Emotion
5,U+1F606,Smileys & Emotion
6,U+1F605,Smileys & Emotion
7,U+1F923,Smileys & Emotion
8,U+1F602,Smileys & Emotion
9,U+1F642,Smileys & Emotion
10,U+1F643,Smileys & Emotion
11,U+1FAE0,Smileys & Emotion
12,U+1F609,Smileys & Emotion
13,U+1F60A,Smileys & Emotion
14,U+1F607,Smileys & Emotion
15,U+1F970,Smileys & Emotion
16,U+1F60D,Smileys & Emotion
17,U+1F929,Smileys & Emotion
18,U+1F618,Smileys & Emotion
19,U+1F617,Smileys & Emotion
20,U+263A,Smileys & Emotion
21,U+1F61A,Smileys & Emotion
22,U+1F619,Smileys & Emotion
23,U+1F972,Smileys & Emotion
24,U+1F60B,Smileys & Emotion
25,U+1F61B,Smileys & Emotion
26,U+1F61C,Smileys & Emotion
27,U+1F92A,Smileys & Emotion
28,U+1F61D,Smileys & Emotion
29,U+1F911,Smileys & Emotion
30,U+1F917,Smileys & Emotion
31,U+1F92D,Smileys & Emotion
32,U+1FAE2,Smileys & Emotion
33,U+1FAE3,Smileys & Emotion
34,U+1F92B,Smileys & Emotion
35,U+1F914,Smileys & Emotion
36,U+1FAE1,Smileys & Emotion
37,U+1F910,Smileys & Emotion
38,U+1F928,Smileys & Emotion
39,U+1F610,Smileys & Emotion
40,U+1F611,Smileys & Emotion
41,U+1F636,Smileys & Emotion
42,U+1FAE5,Smileys & Emotion
43,U+1F636 U+200D U+1F32B U+FE0F,Smileys & Emotion
44,U+1F60F,Smileys & Emotion
45,U+1F612,Smileys & Emotion
46,U+1F644,Smileys & Emotion
47,U+1F62C,Smileys & Emotion
48,U+1F62E U+200D U+1F4A8,Smileys & Emotion
49,U+1F925,Smileys & Emotion
50,U+1F60C,Smileys & Emotion
51,U+1F614,Smileys & Emotion
52,U+1F62A,Smileys & Emotion
53,U+1F924,Smileys & Emotion
54,U+1F634,Smileys & Emotion
55,U+1F637,Smileys & Emotion
56,U+1F912,Smileys & Emotion
57,U+1F915,Smileys & Emotion
58,U+1F922,Smileys & Emotion
59,U+1F92E,Smileys & Emotion
60,U+1F927,Smileys & Emotion
61,U+1F975,Smileys & Emotion
62,U+1F976,Smileys & Emotion
63,U+1F974,Smileys & Emotion
64,U+1F635,Smileys & Emotion
65,U+1F635 U+200D U+1F4AB,Smileys & Emotion
66,U+1F92F,Smileys & Emotion
67,U+1F920,Smileys & Emotion
68,U+1F973,Smileys & Emotion
69,U+1F978,Smileys & Emotion
70,U+1F60E,Smileys & Emotion
71,U+1F913,Smileys & Emotion
72,U+1F9D0,Smileys & Emotion
73,U+1F615,Smileys & Emotion
74,U+1FAE4,Smileys & Emotion
75,U+1F61F,Smileys & Emotion
76,U+1F641,Smileys & Emotion
77,U+2639,Smileys & Emotion
78,U+1F62E,Smileys & Emotion
79,U+1F62F,Smileys & Emotion
80,U+1F632,Smileys & Emotion
81,U+1F633,Smileys & Emotion
82,U+1F97A,Smileys & Emotion
83,U+1F979,Smileys & Emotion
84,U+1F626,Smileys & Emotion
85,U+1F627,Smileys & Emotion
86,U+1F628,Smileys & Emotion
87,U+1F630,Smileys & Emotion
88,U+1F625,Smileys & Emotion
89,U+1F622,Smileys & Emotion
90,U+1F62D,Smileys & Emotion
91,U+1F631,Smileys & Emotion
92,U+1F616,Smileys & Emotion
93,U+1F623,Smileys & Emotion
94,U+1F61E,Smileys & Emotion
95,U+1F613,Smileys & Emotion
96,U+1F629,Smileys & Emotion
97,U+1F62B,Smileys & Emotion
98,U+1F971,Smileys & Emotion
99,U+1F624,Smileys & Emotion
100,U+1F621,Smileys & Emotion
101,U+1F620,Smileys & Emotion
102,U+1F92C,Smileys & Emotion
103,U+1F608,Smileys & Emotion
104,U+1F47F,Smileys & Emotion
105,U+1F480,Smileys & Emotion
106,U+2620,Smileys & Emotion
107,U+1F4A9,Smileys & Emotion
108,U+1F921,Smileys & Emotion
109,U+1F479,Smileys & Emotion
110,U+1F47A,Smileys & Emotion
111,U+1F47B,Smileys & Emotion
112,U+1F47D,Smileys & Emotion
113,U+1F47E,Smileys & Emotion
114,U+1F916,Smileys & Emotion
115,U+1F63A,Smileys & Emotion
116,U+1F638,Smileys & Emotion
117,U+1F639,Smileys & Emotion
118,U+1F63B,Smileys & Emotion
119,U+1F63C,Smileys & Emotion
120,U+1F63D,Smileys & Emotion
121,U+1F640,Smileys & Emotion
122,U+1F63F,Smileys & Emotion
123,U+1F63E,Smileys & Emotion
124,U+1F648,Smileys & Emotion
125,U+1F649,Smileys & Emotion
126,U+1F64A,Smileys & Emotion
127,U+1F48B,Smileys & Emotion
128,U+1F48C,Smileys & Emotion
129,U+1F498,Smileys & Emotion
130,U+1F49D,Smileys & Emotion
131,U+1F496,Smileys & Emotion
132,U+1F497,Smileys & Emotion
133,U+1F493,Smileys & Emotion
134,U+1F49E,Smileys & Emotion
135,U+1F495,Smileys & Emotion
136,U+1F49F,Smileys & Emotion
137,U+2763,Smileys & Emotion
138,U+1F494,Smileys & Emotion
139,U+2764 U+FE0F U+200D U+1F525,Smileys & Emotion
140,U+2764 U+FE0F U+200D U+1FA79,Smileys & Emotion
141,U+2764,Smileys & Emotion
142,U+1F9E1,Smileys & Emotion
143,U+1F49B,Smileys & Emotion
144,U+1F49A,Smileys & Emotion
145,U+1F499,Smileys & Emotion
146,U+1F49C,Smileys & Emotion
147,U+1F90E,Smileys & Emotion
148,U+1F5A4,Smileys & Emotion
149,U+1F90D,Smileys & Emotion
150,U+1F4AF,Smileys & Emotion
151,U+1F4A2,Smileys & Emotion
152,U+1F4A5,Smileys & Emotion
153,U+1F4AB,Smileys & Emotion
154,U+1F4A6,Smileys & Emotion
155,U+1F4A8,Smileys & Emotion
156,U+1F573,Smileys & Emotion
157,U+1F4A3,Smileys & Emotion
158,U+1F4AC,Smileys & Emotion
159,U+1F441 U+FE0F U+200D U+1F5E8 U+FE0F,Smileys & Emotion
160,U+1F5E8,Smileys & Emotion
161,U+1F5EF,Smileys & Emotion
162,U+1F4AD,Smileys & Emotion
163,U+1F4A4,Smileys & Emotion
164,U+1F44B #skin_1,People & Body
165,U+1F91A #skin_1,People & Body
166,U+1F590 #skin_1,People & Body
167,U+270B #skin_1,People & Body
168,U+1F596 #skin_1,People & Body
169,U+1FAF1 #skin_1,People & Body
170,U+1FAF2 #skin_1,People & Body
171,U+1FAF3 #skin_1,People & Body
172,U+1FAF4 #skin_1,People & Body
173,U+1F44C #skin_1,People & Body
174,U+1F90C #skin_1,People & Body
175,U+1F90F #skin_1,People & Body
176,U+270C #skin_1,People & Body
177,U+1F91E #skin_1,People & Body
178,U+1FAF0 #skin_1,People & Body
179,U+1F91F #skin_1,People & Body
180,U+1F918 #skin_1,People & Body
181,U+1F919 #skin_1,People & Body
182,U+1F448 #skin_1,People & Body
183,U+1F449 #skin_1,People & Body
184,U+1F446 #skin_1,People & Body
185,U+1F595 #skin_1,People & Body
186,U+1F447 #skin_1,People & Body
187,U+261D #skin_1,People & Body
188,U+1FAF5 #skin_1,People & Body
189,U+1F44D #skin_1,People & Body
190,U+1F44E #skin_1,People & Body
191,U+270A #skin_1,People & Body
192,U+1F44A #skin_1,People & Body
193,U+1F91B #skin_1,People & Body
194,U+1F91C #skin_1,People & Body
195,U+1F44F #skin_1,People & Body
196,U+1F64C #skin_1,People & Body
197,U+1FAF6 #skin_1,People & Body
198,U+1F450 #skin_1,People & Body
199,U+1F932 #skin_1,People & Body
200,U+1F91D #skin_1,People & Body
201,U+1F64F #skin_1,People & Body
202,U+270D #skin_1,People & Body
203,U+1F485 #skin_1,People & Body
204,U+1F933 #skin_1,People & Body
205,U+1F4AA #skin_1,People & Body
206,U+1F9BE,People & Body
207,U+1F9BF,People & Body
208,U+1F9B5 #skin_1,People & Body
209,U+1F9B6 #skin_1,People & Body
210,U+1F442 #skin_1,People & Body
211,U+1F9BB #skin_1,People & Body
212,U+1F443 #skin_1,People & Body
213,U+1F9E0,People & Body
214,U+1FAC0,People & Body
215,U+1FAC1,People & Body
216,U+1F9B7,People & Body
217,U+1F9B4,People & Body
218,U+1F440,People & Body
219,U+1F441,People & Body
220,U+1F445,People & Body
221,U+1F444,People & Body
222,U+1FAE6,People & Body
223,U+1F476 #skin_1,People & Body
224,U+1F9D2 #skin_1,People & Body
225,U+1F466 #skin_1,People & Body
226,U+1F467 #skin_1,People & Body
227,U+1F9D1 #skin_1,People & Body
228,U+1F471 #skin_1,People & Body
229,U+1F468 #skin_1,People & Body
230,U+1F9D4 #skin_1,People & Body
231,U+1F9D4 #skin_1 U+200D U+2642 U+FE0F,People & Body
232,U+1F9D4 #skin_1 U+200D U+2640 U+FE0F,People & Body
233,U+1F468 #skin_1 U+200D U+1F9B0,People & Body
234,U+1F468 #skin_1 U+200D U+1F9B1,People & Body
235,U+1F468 #skin_1 U+200D U+1F9B3,People & Body
236,U+1F468 #skin_1 U+200D U+1F9B2,People & Body
237,U+1F469 #skin_1,People & Body
238,U+1F469 #skin_1 U+200D U+1F9B0,People & Body
239,U+1F9D1 #skin_1 U+200D U+1F9B0,People & Body
240,U+1F469 #skin_1 U+200D U+1F9B1,People & Body
241,U+1F9D1 #skin_1 U+200D U+1F9B1,People & Body
242,U+1F469 #skin_1 U+200D U+1F9B3,People & Body
243,U+1F9D1 #skin_1 U+200D U+1F9B3,People & Body
244,U+1F469 #skin_1 U+200D U+1F9B2,People & Body
245,U+1F9D1 #skin_1 U+200D U+1F9B2,People & Body
246,U+1F471 #skin_1 U+200D U+2640 U+FE0F,People & Body
247,U+1F471 #skin_1 U+200D U+2642 U+FE0F,People & Body
248,U+1F9D3 #skin_1,People & Body
249,U+1F474 #skin_1,People & Body
250,U+1F475 #skin_1,People & Body
251,U+1F64D #skin_1,People & Body
252,U+1F64D #skin_1 U+200D U+2642 U+FE0F,People & Body
253,U+1F64D #skin_1 U+200D U+2640 U+FE0F,People & Body
254,U+1F64E #skin_1,People & Body
255,U+1F64E #skin_1 U+200D U+2642 U+FE0F,People & Body
256,U+1F64E #skin_1 U+200D U+2640 U+FE0F,People & Body
257,U+1F645 #skin_1,People & Body
258,U+1F645 #skin_1 U+200D U+2642 U+FE0F,People & Body
259,U+1F645 #skin_1 U+200D U+2640 U+FE0F,People & Body
260,U+1F646 #skin_1,People & Body
261,U+1F646 #skin_1 U+200D U+2642 U+FE0F,People & Body
262,U+1F646 #skin_1 U+200D U+2640 U+FE0F,People & Body
263,U+1F481 #skin_1,People & Body
264,U+1F481 #skin_1 U+200D U+2642 U+FE0F,People & Body
265,U+1F481 #skin_1 U+200D U+2640 U+FE0F,People & Body
266,U+1F64B #skin_1,People & Body
267,U+1F64B #skin_1 U+200D U+2642 U+FE0F,People & Body
268,U+1F64B #skin_1 U+200D U+2640 U+FE0F,People & Body
269,U+1F9CF #skin_1,People & Body
270,U+1F9CF #skin_1 U+200D U+2642 U+FE0F,People & Body
271,U+1F9CF #skin_1 U+200D U+2640 U+FE0F,People & Body
272,U+1F647 #skin_1,People & Body
273,U+1F647 #skin_1 U+200D U+2642 U+FE0F,People & Body
274,U+1F647 #skin_1 U+200D U+2640 U+FE0F,People & Body
275,U+1F926 #skin_1,People & Body
276,U+1F926 #skin_1 U+200D U+2642 U+FE0F,People & Body
277,U+1F926 #skin_1 U+200D U+2640 U+FE0F,People & Body
278,U+1F937 #skin_1,People & Body
279,U+1F937 #skin_1 U+200D U+2642 U+FE0F,People & Body
280,U+1F937 #skin_1 U+200D U+2640 U+FE0F,People & Body
281,U+1F9D1 #skin_1 U+200D U+2695 U+FE0F,People & Body
282,U+1F468 #skin_1 U+200D U+2695 U+FE0F,People & Body
283,U+1F469 #skin_1 U+200D U+2695 U+FE0F,People & Body
284,U+1F9D1 #skin_1 U+200D U+1F393,People & Body
285,U+1F468 #skin_1 U+200D U+1F393,People & Body
286,U+1F469 #skin_1 U+200D U+1F393,People & Body
287,U+1F9D1 #skin_1 U+200D U+1F3EB,People & Body
288,U+1F468 #skin_1 U+200D U+1F3EB,People & Body
289,U+1F469 #skin_1 U+200D U+1F3EB,People & Body
290,U+1F9D1 #skin_1 U+200D U+2696 U+FE0F,People & Body
291,U+1F468 #skin_1 U+200D U+2696 U+FE0F,People & Body
292,U+1F469 #skin_1 U+200D U+2696 U+FE0F,People & Body
293,U+1F9D1 #skin_1 U+200D U+1F33E,People & Body
294,U+1F468 #skin_1 U+200D U+1F33E,People & Body
295,U+1F469 #skin_1 U+200D U+1F33E,People & Body
296,U+1F9D1 #skin_1 U+200D U+1F373,People & Body
297,U+1F468 #skin_1 U+200D U+1F373,People & Body
298,U+1F469 #skin_1 U+200D U+1F373,People & Body
299,U+1F9D1 #skin_1 U+200D U+1F527,People & Body
300,U+1F468 #skin_1 U+200D U+1F527,People & Body
301,U+1F469 #skin_1 U+200D U+1F527,People & Body
302,U+1F9D1 #skin_1 U+200D U+1F3ED,People & Body
303,U+1F468 #skin_1 U+200D U+1F3ED,People & Body
304,U+1F469 #skin_1 U+200D U+1F3ED,People & Body
305,U+1F9D1 #skin_1 U+200D U+1F4BC,People & Body
306,U+1F468 #skin_1 U+200D U+1F4BC,People & Body
307,U+1F469 #skin_1 U+200D U+1F4BC,People & Body
308,U+1F9D1 #skin_1 U+200D U+1F52C,People & Body
309,U+1F468 #skin_1 U+200D U+1F52C,People & Body
310,U+1F469 #skin_1 U+200D U+1F52C,People & Body
311,U+1F9D1 #skin_1 U+200D U+1F4BB,People & Body
312,U+1F468 #skin_1 U+200D U+1F4BB,People & Body
313,U+1F469 #skin_1 U+200D U+1F4BB,People & Body
314,U+1F9D1 #skin_1 U+200D U+1F3A4,People & Body
315,U+1F468 #skin_1 U+200D U+1F3A4,People & Body
316,U+1F469 #skin_1 U+200D U+1F3A4,People & Body
317,U+1F9D1 #skin_1 U+200D U+1F3A8,People & Body
318,U+1F468 #skin_1 U+200D U+1F3A8,People & Body
319,U+1F469 #skin_1 U+200D U+1F3A8,People & Body
320,U+1F9D1 #skin_1 U+200D U+2708 U+FE0F,People & Body
321,U+1F468 #skin_1 U+200D U+2708 U+FE0F,People & Body
322,U+1F469 #skin_1 U+200D U+2708 U+FE0F,People & Body
323,U+1F9D1 #skin_1 U+200D U+1F680,People & Body
324,U+1F468 #skin_1 U+200D U+1F680,People & Body
325,U+1F469 #skin_1 U+200D U+1F680,People & Body
326,U+1F9D1 #skin_1 U+200D U+1F692,People & Body
327,U+1F468 #skin_1 U+200D U+1F692,People & Body
328,U+1F469 #skin_1 U+200D U+1F692,People & Body
329,U+1F46E #skin_1,People & Body
330,U+1F46E #skin_1 U+200D U+2642 U+FE0F,People & Body
331,U+1F46E #skin_1 U+200D U+2640 U+FE0F,People & Body
332,U+1F575 #skin_1,People & Body
333,U+1F575 #skin_1 U+200D U+2642 U+FE0F,People & Body
334,U+1F575 #skin_1 U+200D U+2640 U+FE0F,People & Body
335,U+1F482 #skin_1,People & Body
336,U+1F482 #skin_1 U+200D U+2642 U+FE0F,People & Body
337,U+1F482 #skin_1 U+200D U+2640 U+FE0F,People & Body
338,U+1F977 #skin_1,People & Body
339,U+1F477 #skin_1,People & Body
340,U+1F477 #skin_1 U+200D U+2642 U+FE0F,People & Body
341,U+1F477 #skin_1 U+200D U+2640 U+FE0F,People & Body
342,U+1FAC5 #skin_1,People & Body
343,U+1F934 #skin_1,People & Body
344,U+1F478 #skin_1,People & Body
345,U+1F473 #skin_1,People & Body
346,U+1F473 #skin_1 U+200D U+2642 U+FE0F,People & Body
347,U+1F473 #skin_1 U+200D U+2640 U+FE0F,People & Body
348,U+1F472 #skin_1,People & Body
349,U+1F9D5 #skin_1,People & Body
350,U+1F935 #skin_1,People & Body
351,U+1F935 #skin_1 U+200D U+2642 U+FE0F,People & Body
352,U+1F935 #skin_1 U+200D U+2640 U+FE0F,People & Body
353,U+1F470 #skin_1,People & Body
354,U+1F470 #skin_1 U+200D U+2642 U+FE0F,People & Body
355,U+1F470 #skin_1 U+200D U+2640 U+FE0F,People & Body
356,U+1F930 #skin_1,People & Body
357,U+1FAC3 #skin_1,People & Body
358,U+1FAC4 #skin_1,People & Body
359,U+1F931 #skin_1,People & Body
360,U+1F469 #skin_1 U+200D U+1F37C,People & Body
361,U+1F468 #skin_1 U+200D U+1F37C,People & Body
362,U+1F9D1 #skin_1 U+200D U+1F37C,People & Body
363,U+1F47C #skin_1,People & Body
364,U+1F385 #skin_1,People & Body
365,U+1F936 #skin_1,People & Body
366,U+1F9D1 #skin_1 U+200D U+1F384,People & Body
367,U+1F9B8 #skin_1,People & Body
368,U+1F9B8 #skin_1 U+200D U+2642 U+FE0F,People & Body
369,U+1F9B8 #skin_1 U+200D U+2640 U+FE0F,People & Body
370,U+1F9B9 #skin_1,People & Body
371,U+1F9B9 #skin_1 U+200D U+2642 U+FE0F,People & Body
372,U+1F9B9 #skin_1 U+200D U+2640 U+FE0F,People & Body
373,U+1F9D9 #skin_1,People & Body
374,U+1F9D9 #skin_1 U+200D U+2642 U+FE0F,People & Body
375,U+1F9D9 #skin_1 U+200D U+2640 U+FE0F,People & Body
376,U+1F9DA #skin_1,People & Body
377,U+1F9DA #skin_1 U+200D U+2642 U+FE0F,People & Body
378,U+1F9DA #skin_1 U+200D U+2640 U+FE0F,People & Body
379,U+1F9DB #skin_1,People & Body
380,U+1F9DB #skin_1 U+200D U+2642 U+FE0F,People & Body
381,U+1F9DB #skin_1 U+200D U+2640 U+FE0F,People & Body
382,U+1F9DC #skin_1,People & Body
383,U+1F9DC #skin_1 U+200D U+2642 U+FE0F,People & Body
384,U+1F9DC #skin_1 U+200D U+2640 U+FE0F,People & Body
385,U+1F9DD #skin_1,People & Body
386,U+1F9DD #skin_1 U+200D U+2642 U+FE0F,People & Body
387,U+1F9DD #skin_1 U+200D U+2640 U+FE0F,People & Body
388,U+1F9DE,People & Body
389,U+1F9DE U+200D U+2642 U+FE0F,People & Body
390,U+1F9DE U+200D U+2640 U+FE0F,People & Body
391,U+1F9DF,People & Body
392,U+1F9DF U+200D U+2642 U+FE0F,People & Body
393,U+1F9DF U+200D U+2640 U+FE0F,People & Body
394,U+1F9CC,People & Body
395,U+1F486 #skin_1,People & Body
396,U+1F486 #skin_1 U+200D U+2642 U+FE0F,People & Body
397,U+1F486 #skin_1 U+200D U+2640 U+FE0F,People & Body
398,U+1F487 #skin_1,People & Body
399,U+1F487 #skin_1 U+200D U+2642 U+FE0F,People & Body
400,U+1F487 #skin_1 U+200D U+2640 U+FE0F,People & Body
401,U+1F6B6 #skin_1,People & Body
402,U+1F6B6 #skin_1 U+200D U+2642 U+FE0F,People & Body
403,U+1F6B6 #skin_1 U+200D U+2640 U+FE0F,People & Body
404,U+1F9CD #skin_1,People & Body
405,U+1F9CD #skin_1 U+200D U+2642 U+FE0F,People & Body
406,U+1F9CD #skin_1 U+200D U+2640 U+FE0F,People & Body
407,U+1F9CE #skin_1,People & Body
408,U+1F9CE #skin_1 U+200D U+2642 U+FE0F,People & Body
409,U+1F9CE #skin_1 U+200D U+2640 U+FE0F,People & Body
410,U+1F9D1 #skin_1 U+200D U+1F9AF,People & Body
411,U+1F468 #skin_1 U+200D U+1F9AF,People & Body
412,U+1F469 #skin_1 U+200D U+1F9AF,People & Body
413,U+1F9D1 #skin_1 U+200D U+1F9BC,People & Body
